69261.1	 294.04	 0.60031	 0.041	 0.180	 632.9611	 506.3689	 55.3841	 283.5666	 12.4060	 38.4984 
69224.3	 293.99	 0.60009	 0.044	 0.190	 632.7285	 506.1828	 55.3637	 283.4624	 12.4015	 38.4843 
69187.5	 293.94	 0.59987	 0.048	 0.200	 632.4960	 505.9968	 55.3434	 283.3582	 12.3969	 38.4702 
69150.7	 293.89	 0.59965	 0.052	 0.211	 632.2635	 505.8108	 55.3231	 283.2540	 12.3924	 38.4560 
69114	 293.84	 0.59943	 0.056	 0.222	 632.0310	 505.6248	 55.3027	 283.1499	 12.3878	 38.4419 
69077.2	 293.79	 0.59921	 0.060	 0.232	 631.7986	 505.4389	 55.2824	 283.0458	 12.3833	 38.4277 
69040.5	 293.75	 0.59899	 0.064	 0.243	 631.5662	 505.2530	 55.2620	 282.9417	 12.3787	 38.4136 
69003.8	 293.70	 0.59877	 0.068	 0.254	 631.3339	 505.0671	 55.2417	 282.8376	 12.3741	 38.3995 
68967.1	 293.65	 0.59855	 0.073	 0.266	 631.1017	 504.8813	 55.2214	 282.7335	 12.3696	 38.3853 
68930.4	 293.60	 0.59833	 0.077	 0.277	 630.8694	 504.6955	 55.2011	 282.6295	 12.3650	 38.3712 
68893.7	 293.55	 0.59811	 0.082	 0.288	 630.6373	 504.5098	 55.1808	 282.5255	 12.3605	 38.3571 
68857	 293.51	 0.59789	 0.087	 0.300	 630.4051	 504.3241	 55.1604	 282.4215	 12.3559	 38.3430 
68820.4	 293.46	 0.59767	 0.093	 0.312	 630.1730	 504.1384	 55.1401	 282.3175	 12.3514	 38.3289 
68783.7	 293.41	 0.59745	 0.098	 0.323	 629.9410	 503.9528	 55.1198	 282.2136	 12.3468	 38.3148 
68747.1	 293.36	 0.59723	 0.104	 0.335	 629.7090	 503.7672	 55.0995	 282.1096	 12.3423	 38.3006 
68710.5	 293.31	 0.59701	 0.110	 0.347	 629.4771	 503.5817	 55.0792	 282.0057	 12.3378	 38.2865 
68673.9	 293.26	 0.59679	 0.116	 0.359	 629.2452	 503.3962	 55.0590	 281.9018	 12.3332	 38.2724 
68637.3	 293.22	 0.59657	 0.123	 0.372	 629.0134	 503.2107	 55.0387	 281.7980	 12.3287	 38.2583 
68600.7	 293.17	 0.59635	 0.129	 0.384	 628.7816	 503.0252	 55.0184	 281.6941	 12.3241	 38.2442 
68564.2	 293.12	 0.59613	 0.136	 0.396	 628.5498	 502.8398	 54.9981	 281.5903	 12.3196	 38.2301 
68527.6	 293.07	 0.59591	 0.143	 0.409	 628.3181	 502.6545	 54.9778	 281.4865	 12.3150	 38.2160 
68491.1	 293.02	 0.59569	 0.151	 0.421	 628.0865	 502.4692	 54.9576	 281.3827	 12.3105	 38.2020 
68454.6	 292.98	 0.59547	 0.158	 0.434	 627.8548	 502.2839	 54.9373	 281.2790	 12.3060	 38.1879 
68418	 292.93	 0.59525	 0.166	 0.447	 627.6233	 502.0986	 54.9170	 281.1752	 12.3014	 38.1738 
68381.6	 292.88	 0.59503	 0.174	 0.460	 627.3918	 501.9134	 54.8968	 281.0715	 12.2969	 38.1597 
68345.1	 292.83	 0.59481	 0.183	 0.473	 627.1603	 501.7282	 54.8765	 280.9678	 12.2923	 38.1456 
68308.6	 292.78	 0.59459	 0.191	 0.486	 626.9289	 501.5431	 54.8563	 280.8641	 12.2878	 38.1315 
68272.2	 292.73	 0.59437	 0.200	 0.499	 626.6975	 501.3580	 54.8360	 280.7605	 12.2833	 38.1175 
68235.7	 292.69	 0.59415	 0.209	 0.512	 626.4662	 501.1730	 54.8158	 280.6569	 12.2787	 38.1034 
68199.3	 292.64	 0.59393	 0.219	 0.525	 626.2349	 500.9879	 54.7956	 280.5532	 12.2742	 38.0893 
68162.9	 292.59	 0.59371	 0.229	 0.539	 626.0037	 500.8030	 54.7753	 280.4497	 12.2697	 38.0753 
68126.5	 292.54	 0.59349	 0.239	 0.552	 625.7725	 500.6180	 54.7551	 280.3461	 12.2651	 38.0612 
68090.1	 292.49	 0.59328	 0.249	 0.565	 625.5414	 500.4331	 54.7349	 280.2425	 12.2606	 38.0472 
68053.7	 292.45	 0.59306	 0.260	 0.579	 625.3103	 500.2482	 54.7147	 280.1390	 12.2561	 38.0331 
68017.4	 292.40	 0.59284	 0.271	 0.592	 625.0792	 500.0634	 54.6944	 280.0355	 12.2516	 38.0190 
67981	 292.35	 0.59262	 0.282	 0.606	 624.8483	 499.8786	 54.6742	 279.9320	 12.2470	 38.0050 
67944.7	 292.30	 0.59240	 0.294	 0.619	 624.6173	 499.6938	 54.6540	 279.8286	 12.2425	 37.9909 
67908.4	 292.25	 0.59218	 0.306	 0.633	 624.3864	 499.5091	 54.6338	 279.7251	 12.2380	 37.9769 
67872.1	 292.20	 0.59196	 0.318	 0.646	 624.1556	 499.3245	 54.6136	 279.6217	 12.2334	 37.9629 
67835.8	 292.16	 0.59174	 0.331	 0.660	 623.9248	 499.1398	 54.5934	 279.5183	 12.2289	 37.9488 
67799.5	 292.11	 0.59152	 0.344	 0.674	 623.6940	 498.9552	 54.5732	 279.4149	 12.2244	 37.9348 
67763.2	 292.06	 0.59130	 0.357	 0.687	 623.4633	 498.7706	 54.5530	 279.3116	 12.2199	 37.9208 
67727	 292.01	 0.59109	 0.371	 0.701	 623.2326	 498.5861	 54.5329	 279.2082	 12.2154	 37.9067 
67690.8	 291.96	 0.59087	 0.385	 0.714	 623.0020	 498.4016	 54.5127	 279.1049	 12.2108	 37.8927 
67654.5	 291.91	 0.59065	 0.399	 0.728	 622.7715	 498.2172	 54.4925	 279.0016	 12.2063	 37.8787 
67618.3	 291.87	 0.59043	 0.413	 0.741	 622.5409	 498.0327	 54.4723	 278.8983	 12.2018	 37.8647 
67582.1	 291.82	 0.59021	 0.428	 0.754	 622.3105	 497.8484	 54.4522	 278.7951	 12.1973	 37.8506 
67545.9	 291.77	 0.58999	 0.444	 0.768	 622.0800	 497.6640	 54.4320	 278.6919	 12.1928	 37.8366 
67509.8	 291.72	 0.58977	 0.459	 0.781	 621.8497	 497.4797	 54.4118	 278.5886	 12.1883	 37.8226 
67473.6	 291.67	 0.58956	 0.475	 0.794	 621.6193	 497.2955	 54.3917	 278.4855	 12.1837	 37.8086 
67437.5	 291.63	 0.58934	 0.492	 0.807	 621.3890	 497.1112	 54.3715	 278.3823	 12.1792	 37.7946 
67401.3	 291.58	 0.58912	 0.508	 0.820	 621.1588	 496.9270	 54.3514	 278.2791	 12.1747	 37.7806 
67365.2	 291.53	 0.58890	 0.525	 0.833	 620.9286	 496.7429	 54.3313	 278.1760	 12.1702	 37.7666 
67329.1	 291.48	 0.58868	 0.543	 0.846	 620.6985	 496.5588	 54.3111	 278.0729	 12.1657	 37.7526 
67293	 291.43	 0.58846	 0.561	 0.858	 620.4684	 496.3747	 54.2910	 277.9698	 12.1612	 37.7386 
67257	 291.38	 0.58825	 0.579	 0.871	 620.2383	 496.1907	 54.2709	 277.8668	 12.1567	 37.7246 
67220.9	 291.34	 0.58803	 0.597	 0.883	 620.0083	 496.0067	 54.2507	 277.7637	 12.1522	 37.7106 
67184.8	 291.29	 0.58781	 0.616	 0.896	 619.7784	 495.8227	 54.2306	 277.6607	 12.1477	 37.6966 
67148.8	 291.24	 0.58759	 0.635	 0.908	 619.5485	 495.6388	 54.2105	 277.5577	 12.1432	 37.6826 
67112.8	 291.19	 0.58737	 0.654	 0.920	 619.3186	 495.4549	 54.1904	 277.4547	 12.1386	 37.6687 
67076.8	 291.14	 0.58716	 0.674	 0.931	 619.0888	 495.2711	 54.1703	 277.3518	 12.1341	 37.6547 
67040.8	 291.10	 0.58694	 0.694	 0.943	 618.8590	 495.0872	 54.1502	 277.2489	 12.1296	 37.6407 
67004.8	 291.05	 0.58672	 0.715	 0.954	 618.6293	 494.9035	 54.1301	 277.1459	 12.1251	 37.6267 
66968.8	 291.00	 0.58650	 0.735	 0.965	 618.3997	 494.7197	 54.1100	 277.0430	 12.1206	 37.6128 
66932.9	 290.95	 0.58628	 0.756	 0.976	 618.1700	 494.5360	 54.0899	 276.9402	 12.1161	 37.5988 
66896.9	 290.90	 0.58607	 0.778	 0.987	 617.9405	 494.3524	 54.0698	 276.8373	 12.1116	 37.5848 
66861	 290.85	 0.58585	 0.799	 0.998	 617.7109	 494.1688	 54.0497	 276.7345	 12.1071	 37.5709 
66825.1	 290.81	 0.58563	 0.821	 1.008	 617.4815	 493.9852	 54.0296	 276.6317	 12.1026	 37.5569 
66789.2	 290.76	 0.58541	 0.843	 1.018	 617.2520	 493.8016	 54.0096	 276.5289	 12.0981	 37.5430 
66753.3	 290.71	 0.58520	 0.866	 1.028	 617.0226	 493.6181	 53.9895	 276.4261	 12.0936	 37.5290 
66717.4	 290.66	 0.58498	 0.889	 1.037	 616.7933	 493.4346	 53.9694	 276.3234	 12.0891	 37.5151 
66681.5	 290.61	 0.58476	 0.912	 1.047	 616.5640	 493.2512	 53.9494	 276.2207	 12.0847	 37.5011 
66645.7	 290.57	 0.58454	 0.935	 1.056	 616.3348	 493.0678	 53.9293	 276.1180	 12.0802	 37.4872 
66609.9	 290.52	 0.58433	 0.959	 1.064	 616.1056	 492.8845	 53.9092	 276.0153	 12.0757	 37.4732 
66574	 290.47	 0.58411	 0.983	 1.073	 615.8764	 492.7011	 53.8892	 275.9126	 12.0712	 37.4593 
66538.2	 290.42	 0.58389	 1.007	 1.081	 615.6473	 492.5179	 53.8691	 275.8100	 12.0667	 37.4454 
66502.4	 290.37	 0.58367	 1.031	 1.089	 615.4183	 492.3346	 53.8491	 275.7074	 12.0622	 37.4314 
66466.6	 290.32	 0.58346	 1.055	 1.096	 615.1893	 492.1514	 53.8291	 275.6048	 12.0577	 37.4175 
66430.9	 290.28	 0.58324	 1.080	 1.104	 614.9603	 491.9682	 53.8090	 275.5022	 12.0532	 37.4036 
66395.1	 290.23	 0.58302	 1.105	 1.111	 614.7314	 491.7851	 53.7890	 275.3997	 12.0487	 37.3897 
66359.4	 290.18	 0.58281	 1.130	 1.117	 614.5025	 491.6020	 53.7690	 275.2971	 12.0442	 37.3757 
66323.6	 290.13	 0.58259	 1.155	 1.124	 614.2737	 491.4190	 53.7489	 275.1946	 12.0398	 37.3618 
66287.9	 290.08	 0.58237	 1.181	 1.130	 614.0449	 491.2359	 53.7289	 275.0921	 12.0353	 37.3479 
66252.2	 290.03	 0.58215	 1.207	 1.135	 613.8162	 491.0530	 53.7089	 274.9897	 12.0308	 37.3340 
66216.5	 289.99	 0.58194	 1.232	 1.141	 613.5875	 490.8700	 53.6889	 274.8872	 12.0263	 37.3201 
66180.9	 289.94	 0.58172	 1.258	 1.146	 613.3589	 490.6871	 53.6689	 274.7848	 12.0218	 37.3062 
66145.2	 289.89	 0.58150	 1.284	 1.150	 613.1303	 490.5042	 53.6489	 274.6824	 12.0174	 37.2923 
66109.6	 289.84	 0.58129	 1.310	 1.155	 612.9018	 490.3214	 53.6289	 274.5800	 12.0129	 37.2784 
66073.9	 289.79	 0.58107	 1.337	 1.159	 612.6733	 490.1386	 53.6089	 274.4776	 12.0084	 37.2645 
66038.3	 289.75	 0.58085	 1.363	 1.163	 612.4448	 489.9559	 53.5889	 274.3753	 12.0039	 37.2506 
66002.7	 289.70	 0.58064	 1.389	 1.166	 612.2164	 489.7732	 53.5689	 274.2730	 11.9994	 37.2367 
65967.1	 289.65	 0.58042	 1.416	 1.169	 611.9881	 489.5905	 53.5490	 274.1707	 11.9950	 37.2228 
65931.5	 289.60	 0.58020	 1.443	 1.172	 611.7598	 489.4078	 53.5290	 274.0684	 11.9905	 37.2089 
65895.9	 289.55	 0.57999	 1.469	 1.175	 611.5315	 489.2252	 53.5090	 273.9661	 11.9860	 37.1950 
65860.4	 289.50	 0.57977	 1.496	 1.177	 611.3033	 489.0427	 53.4890	 273.8639	 11.9815	 37.1812 
65824.8	 289.46	 0.57956	 1.523	 1.179	 611.0752	 488.8601	 53.4691	 273.7617	 11.9771	 37.1673 
65789.3	 289.41	 0.57934	 1.549	 1.180	 610.8471	 488.6777	 53.4491	 273.6595	 11.9726	 37.1534 
65753.8	 289.36	 0.57912	 1.576	 1.182	 610.6190	 488.4952	 53.4292	 273.5573	 11.9681	 37.1395 
65718.3	 289.31	 0.57891	 1.603	 1.183	 610.3910	 488.3128	 53.4092	 273.4552	 11.9637	 37.1257 
65682.8	 289.26	 0.57869	 1.630	 1.183	 610.1630	 488.1304	 53.3893	 273.3530	 11.9592	 37.1118 
65647.3	 289.22	 0.57847	 1.656	 1.184	 609.9351	 487.9481	 53.3693	 273.2509	 11.9547	 37.0979 
65611.8	 289.17	 0.57826	 1.683	 1.184	 609.7072	 487.7658	 53.3494	 273.1488	 11.9503	 37.0841 
65576.4	 289.12	 0.57804	 1.710	 1.184	 609.4794	 487.5835	 53.3294	 273.0468	 11.9458	 37.0702 
65541	 289.07	 0.57783	 1.736	 1.183	 609.2516	 487.4013	 53.3095	 272.9447	 11.9413	 37.0564 
65505.5	 289.02	 0.57761	 1.763	 1.183	 609.0239	 487.2191	 53.2896	 272.8427	 11.9369	 37.0425 
65470.1	 288.97	 0.57739	 1.789	 1.182	 608.7962	 487.0370	 53.2697	 272.7407	 11.9324	 37.0287 
65434.7	 288.93	 0.57718	 1.816	 1.181	 608.5686	 486.8548	 53.2497	 272.6387	 11.9279	 37.0148 
65399.3	 288.88	 0.57696	 1.842	 1.179	 608.3410	 486.6728	 53.2298	 272.5368	 11.9235	 37.0010 
65364	 288.83	 0.57675	 1.869	 1.178	 608.1134	 486.4907	 53.2099	 272.4348	 11.9190	 36.9871 
65328.6	 288.78	 0.57653	 1.895	 1.176	 607.8859	 486.3087	 53.1900	 272.3329	 11.9146	 36.9733 
65293.3	 288.73	 0.57631	 1.921	 1.174	 607.6585	 486.1268	 53.1701	 272.2310	 11.9101	 36.9595 
65257.9	 288.69	 0.57610	 1.947	 1.171	 607.4311	 485.9449	 53.1502	 272.1291	 11.9056	 36.9456 
65222.6	 288.64	 0.57588	 1.973	 1.169	 607.2037	 485.7630	 53.1303	 272.0273	 11.9012	 36.9318 
65187.3	 288.59	 0.57567	 1.999	 1.166	 606.9764	 485.5811	 53.1104	 271.9254	 11.8967	 36.9180 
65152	 288.54	 0.57545	 2.025	 1.164	 606.7491	 485.3993	 53.0905	 271.8236	 11.8923	 36.9042 
65116.7	 288.49	 0.57524	 2.050	 1.161	 606.5219	 485.2175	 53.0707	 271.7218	 11.8878	 36.8903 
65081.5	 288.44	 0.57502	 2.076	 1.157	 606.2948	 485.0358	 53.0508	 271.6200	 11.8834	 36.8765 
65046.2	 288.40	 0.57481	 2.101	 1.154	 606.0676	 484.8541	 53.0309	 271.5183	 11.8789	 36.8627 
65011	 288.35	 0.57459	 2.126	 1.151	 605.8406	 484.6724	 53.0110	 271.4166	 11.8745	 36.8489 
64975.8	 288.30	 0.57438	 2.151	 1.147	 605.6135	 484.4908	 52.9912	 271.3149	 11.8700	 36.8351 
64940.5	 288.25	 0.57416	 2.176	 1.143	 605.3865	 484.3092	 52.9713	 271.2132	 11.8656	 36.8213 
64905.3	 288.20	 0.57394	 2.201	 1.139	 605.1596	 484.1277	 52.9515	 271.1115	 11.8611	 36.8075 
64870.2	 288.15	 0.57373	 2.226	 1.135	 604.9327	 483.9462	 52.9316	 271.0099	 11.8567	 36.7937 
64835	 288.11	 0.57351	 2.250	 1.131	 604.7059	 483.7647	 52.9118	 270.9082	 11.8522	 36.7799 
64799.8	 288.06	 0.57330	 2.274	 1.127	 604.4791	 483.5833	 52.8919	 270.8066	 11.8478	 36.7661 
64764.7	 288.01	 0.57308	 2.299	 1.123	 604.2524	 483.4019	 52.8721	 270.7051	 11.8433	 36.7523 
64729.5	 287.96	 0.57287	 2.323	 1.119	 604.0257	 483.2205	 52.8522	 270.6035	 11.8389	 36.7385 
64694.4	 287.91	 0.57265	 2.347	 1.115	 603.7990	 483.0392	 52.8324	 270.5020	 11.8345	 36.7247 
64659.3	 287.87	 0.57244	 2.370	 1.110	 603.5724	 482.8579	 52.8126	 270.4004	 11.8300	 36.7109 
64624.2	 287.82	 0.57222	 2.394	 1.106	 603.3459	 482.6767	 52.7928	 270.2989	 11.8256	 36.6972 
64589.1	 287.77	 0.57201	 2.418	 1.101	 603.1193	 482.4955	 52.7729	 270.1975	 11.8211	 36.6834 
64554.1	 287.72	 0.57179	 2.441	 1.097	 602.8929	 482.3143	 52.7531	 270.0960	 11.8167	 36.6696 
64519	 287.67	 0.57158	 2.464	 1.093	 602.6665	 482.1332	 52.7333	 269.9946	 11.8123	 36.6558 
64484	 287.62	 0.57137	 2.487	 1.088	 602.4401	 481.9521	 52.7135	 269.8932	 11.8078	 36.6421 
64449	 287.58	 0.57115	 2.510	 1.084	 602.2138	 481.7710	 52.6937	 269.7918	 11.8034	 36.6283 
64413.9	 287.53	 0.57094	 2.532	 1.079	 601.9875	 481.5900	 52.6739	 269.6904	 11.7990	 36.6145 
64378.9	 287.48	 0.57072	 2.555	 1.075	 601.7613	 481.4090	 52.6541	 269.5891	 11.7945	 36.6008 
64343.9	 287.43	 0.57051	 2.577	 1.071	 601.5351	 481.2281	 52.6343	 269.4877	 11.7901	 36.5870 
64309	 287.38	 0.57029	 2.600	 1.066	 601.3090	 481.0472	 52.6145	 269.3864	 11.7857	 36.5733 
64274	 287.34	 0.57008	 2.622	 1.062	 601.0829	 480.8663	 52.5948	 269.2851	 11.7812	 36.5595 
64239.1	 287.29	 0.56986	 2.644	 1.058	 600.8568	 480.6855	 52.5750	 269.1839	 11.7768	 36.5458 
64204.1	 287.24	 0.56965	 2.665	 1.054	 600.6309	 480.5047	 52.5552	 269.0826	 11.7724	 36.5320 
64169.2	 287.19	 0.56944	 2.687	 1.050	 600.4049	 480.3239	 52.5354	 268.9814	 11.7679	 36.5183 
64134.3	 287.14	 0.56922	 2.709	 1.046	 600.1790	 480.1432	 52.5157	 268.8802	 11.7635	 36.5045 
64099.4	 287.09	 0.56901	 2.730	 1.042	 599.9532	 479.9625	 52.4959	 268.7790	 11.7591	 36.4908 
64064.5	 287.05	 0.56879	 2.751	 1.038	 599.7274	 479.7819	 52.4761	 268.6779	 11.7547	 36.4771 
64029.6	 287.00	 0.56858	 2.772	 1.035	 599.5016	 479.6013	 52.4564	 268.5767	 11.7502	 36.4633 
63994.8	 286.95	 0.56836	 2.793	 1.031	 599.2759	 479.4207	 52.4366	 268.4756	 11.7458	 36.4496 
63959.9	 286.90	 0.56815	 2.814	 1.028	 599.0502	 479.2402	 52.4169	 268.3745	 11.7414	 36.4359 
63925.1	 286.85	 0.56794	 2.835	 1.025	 598.8246	 479.0597	 52.3972	 268.2734	 11.7370	 36.4222 
63890.3	 286.81	 0.56772	 2.855	 1.022	 598.5991	 478.8793	 52.3774	 268.1724	 11.7325	 36.4084 
63855.5	 286.76	 0.56751	 2.876	 1.019	 598.3735	 478.6988	 52.3577	 268.0713	 11.7281	 36.3947 
63820.7	 286.71	 0.56729	 2.896	 1.016	 598.1481	 478.5185	 52.3380	 267.9703	 11.7237	 36.3810 
63785.9	 286.66	 0.56708	 2.916	 1.014	 597.9226	 478.3381	 52.3182	 267.8693	 11.7193	 36.3673 
63751.1	 286.61	 0.56687	 2.936	 1.011	 597.6973	 478.1578	 52.2985	 267.7684	 11.7149	 36.3536 
63716.4	 286.56	 0.56665	 2.956	 1.009	 597.4719	 477.9775	 52.2788	 267.6674	 11.7104	 36.3399 
63681.7	 286.52	 0.56644	 2.976	 1.007	 597.2467	 477.7973	 52.2591	 267.5665	 11.7060	 36.3262 
63646.9	 286.47	 0.56623	 2.995	 1.005	 597.0214	 477.6171	 52.2394	 267.4656	 11.7016	 36.3125 
63612.2	 286.42	 0.56601	 3.015	 1.004	 596.7962	 477.4370	 52.2197	 267.3647	 11.6972	 36.2988 
63577.5	 286.37	 0.56580	 3.034	 1.002	 596.5711	 477.2569	 52.2000	 267.2638	 11.6928	 36.2851 
63542.8	 286.32	 0.56559	 3.054	 1.001	 596.3460	 477.0768	 52.1803	 267.1630	 11.6884	 36.2714 
63508.2	 286.27	 0.56537	 3.073	 1.000	 596.1209	 476.8967	 52.1606	 267.0622	 11.6840	 36.2577 
63473.5	 286.23	 0.56516	 3.092	 1.000	 595.8959	 476.7167	 52.1409	 266.9614	 11.6796	 36.2440 
63438.8	 286.18	 0.56495	 3.111	 0.999	 595.6710	 476.5368	 52.1212	 266.8606	 11.6752	 36.2304 
63404.2	 286.13	 0.56473	 3.130	 0.999	 595.4461	 476.3569	 52.1015	 266.7598	 11.6707	 36.2167 
63369.6	 286.08	 0.56452	 3.149	 0.999	 595.2212	 476.1770	 52.0819	 266.6591	 11.6663	 36.2030 
63335	 286.03	 0.56431	 3.168	 0.999	 594.9964	 475.9971	 52.0622	 266.5584	 11.6619	 36.1893 
63300.4	 285.99	 0.56409	 3.186	 1.000	 594.7716	 475.8173	 52.0425	 266.4577	 11.6575	 36.1757 
63265.8	 285.94	 0.56388	 3.205	 1.001	 594.5469	 475.6375	 52.0229	 266.3570	 11.6531	 36.1620 
63231.2	 285.89	 0.56367	 3.223	 1.002	 594.3222	 475.4578	 52.0032	 266.2564	 11.6487	 36.1483 
63196.7	 285.84	 0.56345	 3.241	 1.003	 594.0976	 475.2781	 51.9835	 266.1557	 11.6443	 36.1347 
63162.1	 285.79	 0.56324	 3.260	 1.005	 593.8730	 475.0984	 51.9639	 266.0551	 11.6399	 36.1210 
63127.6	 285.74	 0.56303	 3.278	 1.007	 593.6485	 474.9188	 51.9442	 265.9545	 11.6355	 36.1073 
63093.1	 285.70	 0.56281	 3.296	 1.009	 593.4240	 474.7392	 51.9246	 265.8540	 11.6311	 36.0937 
63058.6	 285.65	 0.56260	 3.314	 1.012	 593.1996	 474.5597	 51.9050	 265.7534	 11.6267	 36.0800 
63024.1	 285.60	 0.56239	 3.331	 1.014	 592.9752	 474.3801	 51.8853	 265.6529	 11.6223	 36.0664 
62989.6	 285.55	 0.56218	 3.349	 1.018	 592.7508	 474.2007	 51.8657	 265.5524	 11.6179	 36.0527 
62955.2	 285.50	 0.56196	 3.367	 1.021	 592.5265	 474.0212	 51.8461	 265.4519	 11.6135	 36.0391 
62920.7	 285.46	 0.56175	 3.384	 1.025	 592.3023	 473.8418	 51.8265	 265.3514	 11.6091	 36.0255 
62886.3	 285.41	 0.56154	 3.402	 1.029	 592.0781	 473.6625	 51.8068	 265.2510	 11.6047	 36.0118 
62851.8	 285.36	 0.56133	 3.419	 1.034	 591.8539	 473.4831	 51.7872	 265.1506	 11.6003	 35.9982 
62817.4	 285.34	 0.56106	 3.436	 1.038	 591.5819	 473.2655	 51.7634	 265.0287	 11.5950	 35.9536 
62783	 285.32	 0.56079	 3.453	 1.043	 591.3099	 473.0479	 51.7396	 264.9068	 11.5897	 35.9091 
62748.6	 285.30	 0.56053	 3.471	 1.048	 591.0381	 472.8305	 51.7158	 264.7851	 11.5843	 35.8646 
62714.3	 285.28	 0.56026	 3.488	 1.053	 590.7664	 472.6131	 51.6921	 264.6633	 11.5790	 35.8202 
62679.9	 285.26	 0.55999	 3.505	 1.057	 590.4948	 472.3958	 51.6683	 264.5417	 11.5737	 35.7758 
62645.6	 285.24	 0.55973	 3.522	 1.062	 590.2233	 472.1786	 51.6445	 264.4200	 11.5684	 35.7314 
62611.3	 285.22	 0.55946	 3.540	 1.067	 589.9519	 471.9615	 51.6208	 264.2984	 11.5631	 35.6871 
62577	 285.20	 0.55920	 3.557	 1.071	 589.6806	 471.7445	 51.5971	 264.1769	 11.5577	 35.6428 
62542.7	 285.18	 0.55893	 3.574	 1.076	 589.4095	 471.5276	 51.5733	 264.0554	 11.5524	 35.5985 
62508.4	 285.16	 0.55867	 3.591	 1.080	 589.1384	 471.3107	 51.5496	 263.9340	 11.5471	 35.5543 
62474.2	 285.14	 0.55840	 3.608	 1.085	 588.8675	 471.0940	 51.5259	 263.8126	 11.5418	 35.5101 
62439.9	 285.12	 0.55814	 3.626	 1.090	 588.5966	 470.8773	 51.5022	 263.6913	 11.5365	 35.4660 
62405.7	 285.10	 0.55787	 3.643	 1.094	 588.3259	 470.6607	 51.4785	 263.5700	 11.5312	 35.4219 
62371.5	 285.08	 0.55761	 3.660	 1.099	 588.0553	 470.4443	 51.4548	 263.4488	 11.5259	 35.3778 
62337.3	 285.06	 0.55734	 3.677	 1.104	 587.7848	 470.2279	 51.4312	 263.3276	 11.5206	 35.3338 
62303.1	 285.04	 0.55708	 3.695	 1.108	 587.5145	 470.0116	 51.4075	 263.2065	 11.5153	 35.2898 
62269	 285.02	 0.55681	 3.712	 1.113	 587.2442	 469.7954	 51.3839	 263.0854	 11.5100	 35.2458 
62234.8	 285.00	 0.55655	 3.729	 1.117	 586.9740	 469.5792	 51.3602	 262.9644	 11.5047	 35.2019 
